PayoutDate,OrderWeek,Location,Payment Descriptions,OtherPayments
2023-04-24,2023-04-24,Friedrichshain,VAT Rounding Adjustment,0.0
2023-04-24,2023-04-24,Kreuzberg,Ad Spend,-6.887142857142856
2023-04-24,2023-04-24,Mitte,Ad Spend,-9.12142857142857
2023-04-24,2023-04-24,Mitte,VAT Rounding Adjustment,0.0
2023-04-24,2023-04-24,Prenzlauer Berg,Ad Spend,-23.732857142857142
2023-04-24,2023-04-24,Prenzlauer Berg,VAT Rounding Adjustment,0.0
2023-04-24,2023-04-24,Samariterkiez,Ad Spend,-2.777142857142857
2023-04-25,2023-04-24,Bergmannkiez,Ad Spend,-23.15857142857143
2023-04-25,2023-04-24,Bergmannkiez,VAT Rounding Adjustment,0.0
2023-04-25,2023-04-24,Charlottenburg,Ad Spend,-24.361428571428572
2023-04-25,2023-04-24,Charlottenburg,VAT Rounding Adjustment,0.0
2023-04-25,2023-04-24,Friedrichshain,Ad Spend,-23.705714285714286
2023-04-25,2023-04-24,Friedrichshain,VAT Rounding Adjustment,0.0
2023-04-25,2023-04-24,Kreuzberg,Ad Spend,-6.887142857142856
2023-04-25,2023-04-24,Mitte,Ad Spend,-9.12142857142857
2023-04-25,2023-04-24,Mitte,VAT Rounding Adjustment,0.0
2023-04-25,2023-04-24,Prenzlauer Berg,Ad Spend,-23.732857142857142
2023-04-25,2023-04-24,Prenzlauer Berg,VAT Rounding Adjustment,0.0
2023-04-25,2023-04-24,Samariterkiez,Ad Spend,-2.777142857142857
2023-04-26,2023-04-24,Bergmannkiez,Ad Spend,-23.15857142857143
2023-04-26,2023-04-24,Bergmannkiez,VAT Rounding Adjustment,0.0
2023-04-26,2023-04-24,Charlottenburg,Ad Spend,-24.361428571428572
2023-04-26,2023-04-24,Charlottenburg,VAT Rounding Adjustment,0.0
2023-04-26,2023-04-24,Friedrichshain,Ad Spend,-23.705714285714286
2023-04-26,2023-04-24,Friedrichshain,VAT Rounding Adjustment,0.0
2023-04-26,2023-04-24,Kreuzberg,Ad Spend,-6.887142857142856
2023-04-26,2023-04-24,Mitte,Ad Spend,-9.12142857142857
2023-04-26,2023-04-24,Mitte,VAT Rounding Adjustment,0.0
2023-04-26,2023-04-24,Prenzlauer Berg,Ad Spend,-23.732857142857142
2023-04-26,2023-04-24,Prenzlauer Berg,VAT Rounding Adjustment,0.0
2023-04-26,2023-04-24,Samariterkiez,Ad Spend,-2.777142857142857
2023-04-27,2023-04-24,Bergmannkiez,Ad Spend,-23.15857142857143
2023-04-27,2023-04-24,Bergmannkiez,VAT Rounding Adjustment,0.0
2023-04-27,2023-04-24,Charlottenburg,Ad Spend,-24.361428571428572
2023-04-27,2023-04-24,Charlottenburg,VAT Rounding Adjustment,0.0
2023-04-27,2023-04-24,Friedrichshain,Ad Spend,-23.705714285714286
2023-04-27,2023-04-24,Friedrichshain,VAT Rounding Adjustment,0.0
2023-04-27,2023-04-24,Kreuzberg,Ad Spend,-6.887142857142856
2023-04-27,2023-04-24,Mitte,Ad Spend,-9.12142857142857
2023-04-27,2023-04-24,Mitte,VAT Rounding Adjustment,0.0
2023-04-27,2023-04-24,Prenzlauer Berg,Ad Spend,-23.732857142857142
2023-04-27,2023-04-24,Prenzlauer Berg,VAT Rounding Adjustment,0.0
2023-04-27,2023-04-24,Samariterkiez,Ad Spend,-2.777142857142857
2023-04-28,2023-04-24,Bergmannkiez,Ad Spend,-23.15857142857143
2023-04-28,2023-04-24,Bergmannkiez,VAT Rounding Adjustment,0.0
2023-04-28,2023-04-24,Charlottenburg,Ad Spend,-24.361428571428572
2023-04-28,2023-04-24,Charlottenburg,VAT Rounding Adjustment,0.0
2023-04-28,2023-04-24,Friedrichshain,Ad Spend,-23.705714285714286
2023-04-28,2023-04-24,Friedrichshain,VAT Rounding Adjustment,0.0
2023-04-28,2023-04-24,Kreuzberg,Ad Spend,-6.887142857142856
2023-04-28,2023-04-24,Mitte,Ad Spend,-9.12142857142857
2023-04-28,2023-04-24,Mitte,VAT Rounding Adjustment,0.0
2023-04-28,2023-04-24,Prenzlauer Berg,Ad Spend,-23.732857142857142
2023-04-28,2023-04-24,Prenzlauer Berg,VAT Rounding Adjustment,0.0
2023-04-28,2023-04-24,Samariterkiez,Ad Spend,-2.777142857142857
2023-04-29,2023-04-24,Bergmannkiez,Ad Spend,-23.15857142857143
2023-04-29,2023-04-24,Bergmannkiez,VAT Rounding Adjustment,0.0
2023-04-29,2023-04-24,Charlottenburg,Ad Spend,-24.361428571428572
2023-04-29,2023-04-24,Charlottenburg,VAT Rounding Adjustment,0.0
2023-04-29,2023-04-24,Friedrichshain,Ad Spend,-23.705714285714286
2023-04-29,2023-04-24,Friedrichshain,VAT Rounding Adjustment,0.0
2023-04-29,2023-04-24,Kreuzberg,Ad Spend,-6.887142857142856
2023-04-29,2023-04-24,Mitte,Ad Spend,-9.12142857142857
2023-04-29,2023-04-24,Mitte,VAT Rounding Adjustment,0.0
2023-04-29,2023-04-24,Prenzlauer Berg,Ad Spend,-23.732857142857142
2023-04-29,2023-04-24,Prenzlauer Berg,VAT Rounding Adjustment,0.0
2023-04-29,2023-04-24,Samariterkiez,Ad Spend,-2.777142857142857
2023-04-30,2023-04-24,Bergmannkiez,Ad Spend,-23.15857142857143
2023-04-30,2023-04-24,Bergmannkiez,VAT Rounding Adjustment,0.0
2023-04-30,2023-04-24,Charlottenburg,Ad Spend,-24.361428571428572
2023-04-30,2023-04-24,Charlottenburg,VAT Rounding Adjustment,0.0
2023-04-30,2023-04-24,Friedrichshain,Ad Spend,-23.705714285714286
2023-04-30,2023-04-24,Friedrichshain,VAT Rounding Adjustment,0.0
2023-04-30,2023-04-24,Kreuzberg,Ad Spend,-6.887142857142856
2023-04-30,2023-04-24,Mitte,Ad Spend,-9.12142857142857
2023-04-30,2023-04-24,Mitte,VAT Rounding Adjustment,0.0
2023-04-30,2023-04-24,Prenzlauer Berg,Ad Spend,-23.732857142857142
2023-04-30,2023-04-24,Prenzlauer Berg,VAT Rounding Adjustment,0.0
2023-04-30,2023-04-24,Samariterkiez,Ad Spend,-2.777142857142857
2023-05-01,2023-05-01,Bergmannkiez,Ad Spend,-16.25428571428571
2023-05-01,2023-05-01,Charlottenburg,Ad Spend,-18.02714285714286
2023-05-01,2023-05-01,Charlottenburg,VAT Rounding Adjustment,-0.002857142857142857
2023-05-01,2023-05-01,Friedrichshain,Ad Spend,-19.755714285714284
2023-05-01,2023-05-01,Friedrichshain,VAT Rounding Adjustment,-0.004285714285714286
2023-05-01,2023-05-01,Kreuzberg,Ad Spend,-4.3185714285714285
2023-05-01,2023-05-01,Mitte,Ad Spend,-7.681428571428571
2023-05-01,2023-05-01,Prenzlauer Berg,Ad Spend,-19.948571428571427
2023-05-01,2023-05-01,Prenzlauer Berg,VAT Rounding Adjustment,-0.0071428571428571435
2023-05-01,2023-05-01,Samariterkiez,Ad Spend,-4.738571428571428
2023-05-01,2023-05-01,Samariterkiez,VAT Rounding Adjustment,-0.002857142857142857
2023-05-02,2023-05-01,Bergmannkiez,Ad Spend,-16.25428571428571
2023-05-02,2023-05-01,Charlottenburg,Ad Spend,-18.02714285714286
2023-05-02,2023-05-01,Charlottenburg,VAT Rounding Adjustment,-0.002857142857142857
2023-05-02,2023-05-01,Friedrichshain,Ad Spend,-19.755714285714284
2023-05-02,2023-05-01,Friedrichshain,VAT Rounding Adjustment,-0.004285714285714286
2023-05-02,2023-05-01,Kreuzberg,Ad Spend,-4.3185714285714285
2023-05-02,2023-05-01,Mitte,Ad Spend,-7.681428571428571
2023-05-02,2023-05-01,Prenzlauer Berg,Ad Spend,-19.948571428571427
2023-05-02,2023-05-01,Prenzlauer Berg,VAT Rounding Adjustment,-0.0071428571428571435
2023-05-02,2023-05-01,Samariterkiez,Ad Spend,-4.738571428571428
2023-05-02,2023-05-01,Samariterkiez,VAT Rounding Adjustment,-0.002857142857142857
2023-05-03,2023-05-01,Bergmannkiez,Ad Spend,-16.25428571428571
2023-05-03,2023-05-01,Charlottenburg,Ad Spend,-18.02714285714286
2023-05-03,2023-05-01,Charlottenburg,VAT Rounding Adjustment,-0.002857142857142857
2023-05-03,2023-05-01,Friedrichshain,Ad Spend,-19.755714285714284
2023-05-03,2023-05-01,Friedrichshain,VAT Rounding Adjustment,-0.004285714285714286
2023-05-03,2023-05-01,Kreuzberg,Ad Spend,-4.3185714285714285
2023-05-03,2023-05-01,Mitte,Ad Spend,-7.681428571428571
2023-05-03,2023-05-01,Prenzlauer Berg,Ad Spend,-19.948571428571427
2023-05-03,2023-05-01,Prenzlauer Berg,VAT Rounding Adjustment,-0.0071428571428571435
2023-05-03,2023-05-01,Samariterkiez,Ad Spend,-4.738571428571428
2023-05-03,2023-05-01,Samariterkiez,VAT Rounding Adjustment,-0.002857142857142857
2023-05-04,2023-05-01,Bergmannkiez,Ad Spend,-16.25428571428571
2023-05-04,2023-05-01,Charlottenburg,Ad Spend,-18.02714285714286
2023-05-04,2023-05-01,Charlottenburg,VAT Rounding Adjustment,-0.002857142857142857
2023-05-04,2023-05-01,Friedrichshain,Ad Spend,-19.755714285714284
2023-05-04,2023-05-01,Friedrichshain,VAT Rounding Adjustment,-0.004285714285714286
2023-05-04,2023-05-01,Kreuzberg,Ad Spend,-4.3185714285714285
2023-05-04,2023-05-01,Mitte,Ad Spend,-7.681428571428571
2023-05-04,2023-05-01,Prenzlauer Berg,Ad Spend,-19.948571428571427
2023-05-04,2023-05-01,Prenzlauer Berg,VAT Rounding Adjustment,-0.0071428571428571435
2023-05-04,2023-05-01,Samariterkiez,Ad Spend,-4.738571428571428
2023-05-04,2023-05-01,Samariterkiez,VAT Rounding Adjustment,-0.002857142857142857
2023-05-05,2023-05-01,Bergmannkiez,Ad Spend,-16.25428571428571
2023-05-05,2023-05-01,Charlottenburg,Ad Spend,-18.02714285714286
2023-05-05,2023-05-01,Charlottenburg,VAT Rounding Adjustment,-0.002857142857142857
2023-05-05,2023-05-01,Friedrichshain,Ad Spend,-19.755714285714284
2023-05-05,2023-05-01,Friedrichshain,VAT Rounding Adjustment,-0.004285714285714286
2023-05-05,2023-05-01,Kreuzberg,Ad Spend,-4.3185714285714285
2023-05-05,2023-05-01,Mitte,Ad Spend,-7.681428571428571
2023-05-05,2023-05-01,Prenzlauer Berg,Ad Spend,-19.948571428571427
2023-05-05,2023-05-01,Prenzlauer Berg,VAT Rounding Adjustment,-0.0071428571428571435
2023-05-05,2023-05-01,Samariterkiez,Ad Spend,-4.738571428571428
2023-05-05,2023-05-01,Samariterkiez,VAT Rounding Adjustment,-0.002857142857142857
2023-05-06,2023-05-01,Bergmannkiez,Ad Spend,-16.25428571428571
2023-05-06,2023-05-01,Charlottenburg,Ad Spend,-18.02714285714286
2023-05-06,2023-05-01,Charlottenburg,VAT Rounding Adjustment,-0.002857142857142857
2023-05-06,2023-05-01,Friedrichshain,Ad Spend,-19.755714285714284
2023-05-06,2023-05-01,Friedrichshain,VAT Rounding Adjustment,-0.004285714285714286
2023-05-06,2023-05-01,Kreuzberg,Ad Spend,-4.3185714285714285
2023-05-06,2023-05-01,Mitte,Ad Spend,-7.681428571428571
2023-05-06,2023-05-01,Prenzlauer Berg,Ad Spend,-19.948571428571427
2023-05-06,2023-05-01,Prenzlauer Berg,VAT Rounding Adjustment,-0.0071428571428571435
2023-05-06,2023-05-01,Samariterkiez,Ad Spend,-4.738571428571428
2023-05-06,2023-05-01,Samariterkiez,VAT Rounding Adjustment,-0.002857142857142857
2023-05-07,2023-05-01,Bergmannkiez,Ad Spend,-16.25428571428571
2023-05-07,2023-05-01,Charlottenburg,Ad Spend,-18.02714285714286
2023-05-07,2023-05-01,Charlottenburg,VAT Rounding Adjustment,-0.002857142857142857
2023-05-07,2023-05-01,Friedrichshain,Ad Spend,-19.755714285714284
2023-05-07,2023-05-01,Friedrichshain,VAT Rounding Adjustment,-0.004285714285714286
2023-05-07,2023-05-01,Kreuzberg,Ad Spend,-4.3185714285714285
2023-05-07,2023-05-01,Mitte,Ad Spend,-7.681428571428571
2023-05-07,2023-05-01,Prenzlauer Berg,Ad Spend,-19.948571428571427
2023-05-07,2023-05-01,Prenzlauer Berg,VAT Rounding Adjustment,-0.0071428571428571435
2023-05-07,2023-05-01,Samariterkiez,Ad Spend,-4.738571428571428
2023-05-07,2023-05-01,Samariterkiez,VAT Rounding Adjustment,-0.002857142857142857
2023-05-08,2023-05-08,Bergmannkiez,Ad Spend,-29.065714285714286
2023-05-08,2023-05-08,Bergmannkiez,VAT Rounding Adjustment,-0.0071428571428571435
2023-05-08,2023-05-08,Charlottenburg,Ad Spend,-30.131428571428568
2023-05-08,2023-05-08,Charlottenburg,VAT Rounding Adjustment,0.008571428571428572
2023-05-08,2023-05-08,Friedrichshain,Ad Spend,-29.055714285714284
2023-05-08,2023-05-08,Friedrichshain,VAT Rounding Adjustment,0.002857142857142857
2023-05-08,2023-05-08,Kreuzberg,Ad Spend,-7.561428571428572
2023-05-08,2023-05-08,Leipzig Mitte,Ad Spend,-3.2914285714285714
2023-05-08,2023-05-08,Mitte,Ad Spend,-11.657142857142857
2023-05-08,2023-05-08,Mitte,VAT Rounding Adjustment,-0.0071428571428571435
2023-05-08,2023-05-08,Prenzlauer Berg,Ad Spend,-27.301428571428573
2023-05-08,2023-05-08,Prenzlauer Berg,VAT Rounding Adjustment,0.004285714285714286
2023-05-08,2023-05-08,Samariterkiez,Ad Spend,-7.549999999999999
2023-05-09,2023-05-08,Bergmannkiez,Ad Spend,-29.065714285714286
2023-05-09,2023-05-08,Bergmannkiez,VAT Rounding Adjustment,-0.0071428571428571435
2023-05-09,2023-05-08,Charlottenburg,Ad Spend,-30.131428571428568
2023-05-09,2023-05-08,Charlottenburg,VAT Rounding Adjustment,0.008571428571428572
2023-05-09,2023-05-08,Friedrichshain,Ad Spend,-29.055714285714284
2023-05-09,2023-05-08,Friedrichshain,VAT Rounding Adjustment,0.002857142857142857
2023-05-09,2023-05-08,Kreuzberg,Ad Spend,-7.561428571428572
2023-05-09,2023-05-08,Leipzig Mitte,Ad Spend,-3.2914285714285714
2023-05-09,2023-05-08,Mitte,Ad Spend,-11.657142857142857
2023-05-09,2023-05-08,Mitte,VAT Rounding Adjustment,-0.0071428571428571435
2023-05-09,2023-05-08,Prenzlauer Berg,Ad Spend,-27.301428571428573
2023-05-09,2023-05-08,Prenzlauer Berg,VAT Rounding Adjustment,0.004285714285714286
2023-05-09,2023-05-08,Samariterkiez,Ad Spend,-7.549999999999999
2023-05-10,2023-05-08,Bergmannkiez,Ad Spend,-29.065714285714286
2023-05-10,2023-05-08,Bergmannkiez,VAT Rounding Adjustment,-0.0071428571428571435
2023-05-10,2023-05-08,Charlottenburg,Ad Spend,-30.131428571428568
2023-05-10,2023-05-08,Charlottenburg,VAT Rounding Adjustment,0.008571428571428572
2023-05-10,2023-05-08,Friedrichshain,Ad Spend,-29.055714285714284
2023-05-10,2023-05-08,Friedrichshain,VAT Rounding Adjustment,0.002857142857142857
2023-05-10,2023-05-08,Kreuzberg,Ad Spend,-7.561428571428572
2023-05-10,2023-05-08,Leipzig Mitte,Ad Spend,-3.2914285714285714
2023-05-10,2023-05-08,Mitte,Ad Spend,-11.657142857142857
2023-05-10,2023-05-08,Mitte,VAT Rounding Adjustment,-0.0071428571428571435
2023-05-10,2023-05-08,Prenzlauer Berg,Ad Spend,-27.301428571428573
2023-05-10,2023-05-08,Prenzlauer Berg,VAT Rounding Adjustment,0.004285714285714286
2023-05-10,2023-05-08,Samariterkiez,Ad Spend,-7.549999999999999
2023-05-11,2023-05-08,Bergmannkiez,Ad Spend,-29.065714285714286
2023-05-11,2023-05-08,Bergmannkiez,VAT Rounding Adjustment,-0.0071428571428571435
2023-05-11,2023-05-08,Charlottenburg,Ad Spend,-30.131428571428568
2023-05-11,2023-05-08,Charlottenburg,VAT Rounding Adjustment,0.008571428571428572
2023-05-11,2023-05-08,Friedrichshain,Ad Spend,-29.055714285714284
2023-05-11,2023-05-08,Friedrichshain,VAT Rounding Adjustment,0.002857142857142857
2023-05-11,2023-05-08,Kreuzberg,Ad Spend,-7.561428571428572
2023-05-11,2023-05-08,Leipzig Mitte,Ad Spend,-3.2914285714285714
2023-05-11,2023-05-08,Mitte,Ad Spend,-11.657142857142857
2023-05-11,2023-05-08,Mitte,VAT Rounding Adjustment,-0.0071428571428571435
2023-05-11,2023-05-08,Prenzlauer Berg,Ad Spend,-27.301428571428573
2023-05-11,2023-05-08,Prenzlauer Berg,VAT Rounding Adjustment,0.004285714285714286
2023-05-11,2023-05-08,Samariterkiez,Ad Spend,-7.549999999999999
2023-05-12,2023-05-08,Bergmannkiez,Ad Spend,-29.065714285714286
2023-05-12,2023-05-08,Bergmannkiez,VAT Rounding Adjustment,-0.0071428571428571435
2023-05-12,2023-05-08,Charlottenburg,Ad Spend,-30.131428571428568
2023-05-12,2023-05-08,Charlottenburg,VAT Rounding Adjustment,0.008571428571428572
2023-05-12,2023-05-08,Friedrichshain,Ad Spend,-29.055714285714284
2023-05-12,2023-05-08,Friedrichshain,VAT Rounding Adjustment,0.002857142857142857
2023-05-12,2023-05-08,Kreuzberg,Ad Spend,-7.561428571428572
2023-05-12,2023-05-08,Leipzig Mitte,Ad Spend,-3.2914285714285714
2023-05-12,2023-05-08,Mitte,Ad Spend,-11.657142857142857
2023-05-12,2023-05-08,Mitte,VAT Rounding Adjustment,-0.0071428571428571435
2023-05-12,2023-05-08,Prenzlauer Berg,Ad Spend,-27.301428571428573
2023-05-12,2023-05-08,Prenzlauer Berg,VAT Rounding Adjustment,0.004285714285714286
2023-05-12,2023-05-08,Samariterkiez,Ad Spend,-7.549999999999999
2023-05-13,2023-05-08,Bergmannkiez,Ad Spend,-29.065714285714286
2023-05-13,2023-05-08,Bergmannkiez,VAT Rounding Adjustment,-0.0071428571428571435
2023-05-13,2023-05-08,Charlottenburg,Ad Spend,-30.131428571428568
2023-05-13,2023-05-08,Charlottenburg,VAT Rounding Adjustment,0.008571428571428572
2023-05-13,2023-05-08,Friedrichshain,Ad Spend,-29.055714285714284
2023-05-13,2023-05-08,Friedrichshain,VAT Rounding Adjustment,0.002857142857142857
2023-05-13,2023-05-08,Kreuzberg,Ad Spend,-7.561428571428572
2023-05-13,2023-05-08,Leipzig Mitte,Ad Spend,-3.2914285714285714
2023-05-13,2023-05-08,Mitte,Ad Spend,-11.657142857142857
2023-05-13,2023-05-08,Mitte,VAT Rounding Adjustment,-0.0071428571428571435
2023-05-13,2023-05-08,Prenzlauer Berg,Ad Spend,-27.301428571428573
2023-05-13,2023-05-08,Prenzlauer Berg,VAT Rounding Adjustment,0.004285714285714286
2023-05-13,2023-05-08,Samariterkiez,Ad Spend,-7.549999999999999
2023-05-14,2023-05-08,Bergmannkiez,Ad Spend,-29.065714285714286
2023-05-14,2023-05-08,Bergmannkiez,VAT Rounding Adjustment,-0.0071428571428571435
2023-05-14,2023-05-08,Charlottenburg,Ad Spend,-30.131428571428568
2023-05-14,2023-05-08,Charlottenburg,VAT Rounding Adjustment,0.008571428571428572
2023-05-14,2023-05-08,Friedrichshain,Ad Spend,-29.055714285714284
2023-05-14,2023-05-08,Friedrichshain,VAT Rounding Adjustment,0.002857142857142857
2023-05-14,2023-05-08,Kreuzberg,Ad Spend,-7.561428571428572
2023-05-14,2023-05-08,Leipzig Mitte,Ad Spend,-3.2914285714285714
2023-05-14,2023-05-08,Mitte,Ad Spend,-11.657142857142857
2023-05-14,2023-05-08,Mitte,VAT Rounding Adjustment,-0.0071428571428571435
2023-05-14,2023-05-08,Prenzlauer Berg,Ad Spend,-27.301428571428573
2023-05-14,2023-05-08,Prenzlauer Berg,VAT Rounding Adjustment,0.004285714285714286
2023-05-14,2023-05-08,Samariterkiez,Ad Spend,-7.549999999999999
2023-05-15,2023-05-15,Bergmannkiez,Ad Spend,-24.077142857142857
2023-05-15,2023-05-15,Charlottenburg,Ad Spend,-17.658571428571427
2023-05-15,2023-05-15,Charlottenburg,VAT Rounding Adjustment,-0.002857142857142857
2023-05-15,2023-05-15,Friedrichshain,Ad Spend,-22.134285714285713
2023-05-15,2023-05-15,Kreuzberg,Ad Spend,-5.5
2023-05-15,2023-05-15,Leipzig Mitte,Ad Spend,-10.778571428571427
2023-05-15,2023-05-15,Leipzig Mitte,VAT Rounding Adjustment,-0.004285714285714286
2023-05-15,2023-05-15,Mitte,Ad Spend,-8.075714285714286
2023-05-15,2023-05-15,Mitte,VAT Rounding Adjustment,-0.005714285714285714
2023-05-15,2023-05-15,Prenzlauer Berg,Ad Spend,-23.074285714285715
2023-05-15,2023-05-15,Samariterkiez,Ad Spend,-5.817142857142857
2023-05-15,2023-05-15,Samariterkiez,VAT Rounding Adjustment,-0.004285714285714286
2023-05-16,2023-05-15,Bergmannkiez,Ad Spend,-24.077142857142857
2023-05-16,2023-05-15,Charlottenburg,Ad Spend,-17.658571428571427
2023-05-16,2023-05-15,Charlottenburg,VAT Rounding Adjustment,-0.002857142857142857
2023-05-16,2023-05-15,Friedrichshain,Ad Spend,-22.134285714285713
2023-05-16,2023-05-15,Kreuzberg,Ad Spend,-5.5
2023-05-16,2023-05-15,Leipzig Mitte,Ad Spend,-10.778571428571427
2023-05-16,2023-05-15,Leipzig Mitte,VAT Rounding Adjustment,-0.004285714285714286
2023-05-16,2023-05-15,Mitte,Ad Spend,-8.075714285714286
2023-05-16,2023-05-15,Mitte,VAT Rounding Adjustment,-0.005714285714285714
2023-05-16,2023-05-15,Prenzlauer Berg,Ad Spend,-23.074285714285715
2023-05-16,2023-05-15,Samariterkiez,Ad Spend,-5.817142857142857
2023-05-16,2023-05-15,Samariterkiez,VAT Rounding Adjustment,-0.004285714285714286
2023-05-17,2023-05-15,Bergmannkiez,Ad Spend,-24.077142857142857
2023-05-17,2023-05-15,Charlottenburg,Ad Spend,-17.658571428571427
2023-05-17,2023-05-15,Charlottenburg,VAT Rounding Adjustment,-0.002857142857142857
2023-05-17,2023-05-15,Friedrichshain,Ad Spend,-22.134285714285713
2023-05-17,2023-05-15,Kreuzberg,Ad Spend,-5.5
2023-05-17,2023-05-15,Leipzig Mitte,Ad Spend,-10.778571428571427
2023-05-17,2023-05-15,Leipzig Mitte,VAT Rounding Adjustment,-0.004285714285714286
2023-05-17,2023-05-15,Mitte,Ad Spend,-8.075714285714286
2023-05-17,2023-05-15,Mitte,VAT Rounding Adjustment,-0.005714285714285714
2023-05-17,2023-05-15,Prenzlauer Berg,Ad Spend,-23.074285714285715
2023-05-17,2023-05-15,Samariterkiez,Ad Spend,-5.817142857142857
2023-05-17,2023-05-15,Samariterkiez,VAT Rounding Adjustment,-0.004285714285714286
2023-05-18,2023-05-15,Bergmannkiez,Ad Spend,-24.077142857142857
2023-05-18,2023-05-15,Charlottenburg,Ad Spend,-17.658571428571427
2023-05-18,2023-05-15,Charlottenburg,VAT Rounding Adjustment,-0.002857142857142857
2023-05-18,2023-05-15,Friedrichshain,Ad Spend,-22.134285714285713
2023-05-18,2023-05-15,Kreuzberg,Ad Spend,-5.5
2023-05-18,2023-05-15,Leipzig Mitte,Ad Spend,-10.778571428571427
2023-05-18,2023-05-15,Leipzig Mitte,VAT Rounding Adjustment,-0.004285714285714286
2023-05-18,2023-05-15,Mitte,Ad Spend,-8.075714285714286
2023-05-18,2023-05-15,Mitte,VAT Rounding Adjustment,-0.005714285714285714
2023-05-18,2023-05-15,Prenzlauer Berg,Ad Spend,-23.074285714285715
2023-05-18,2023-05-15,Samariterkiez,Ad Spend,-5.817142857142857
2023-05-18,2023-05-15,Samariterkiez,VAT Rounding Adjustment,-0.004285714285714286
2023-05-19,2023-05-15,Bergmannkiez,Ad Spend,-24.077142857142857
2023-05-19,2023-05-15,Charlottenburg,Ad Spend,-17.658571428571427
2023-05-19,2023-05-15,Charlottenburg,VAT Rounding Adjustment,-0.002857142857142857
2023-05-19,2023-05-15,Friedrichshain,Ad Spend,-22.134285714285713
2023-05-19,2023-05-15,Kreuzberg,Ad Spend,-5.5
2023-05-19,2023-05-15,Leipzig Mitte,Ad Spend,-10.778571428571427
2023-05-19,2023-05-15,Leipzig Mitte,VAT Rounding Adjustment,-0.004285714285714286
2023-05-19,2023-05-15,Mitte,Ad Spend,-8.075714285714286
2023-05-19,2023-05-15,Mitte,VAT Rounding Adjustment,-0.005714285714285714
2023-05-19,2023-05-15,Prenzlauer Berg,Ad Spend,-23.074285714285715
2023-05-19,2023-05-15,Samariterkiez,Ad Spend,-5.817142857142857
2023-05-19,2023-05-15,Samariterkiez,VAT Rounding Adjustment,-0.004285714285714286
2023-05-20,2023-05-15,Bergmannkiez,Ad Spend,-24.077142857142857
2023-05-20,2023-05-15,Charlottenburg,Ad Spend,-17.658571428571427
2023-05-20,2023-05-15,Charlottenburg,VAT Rounding Adjustment,-0.002857142857142857
2023-05-20,2023-05-15,Friedrichshain,Ad Spend,-22.134285714285713
2023-05-20,2023-05-15,Kreuzberg,Ad Spend,-5.5
2023-05-20,2023-05-15,Leipzig Mitte,Ad Spend,-10.778571428571427
2023-05-20,2023-05-15,Leipzig Mitte,VAT Rounding Adjustment,-0.004285714285714286
2023-05-20,2023-05-15,Mitte,Ad Spend,-8.075714285714286
2023-05-20,2023-05-15,Mitte,VAT Rounding Adjustment,-0.005714285714285714
2023-05-20,2023-05-15,Prenzlauer Berg,Ad Spend,-23.074285714285715
2023-05-20,2023-05-15,Samariterkiez,Ad Spend,-5.817142857142857
2023-05-20,2023-05-15,Samariterkiez,VAT Rounding Adjustment,-0.004285714285714286
2023-05-21,2023-05-15,Bergmannkiez,Ad Spend,-24.077142857142857
2023-05-21,2023-05-15,Charlottenburg,Ad Spend,-17.658571428571427
2023-05-21,2023-05-15,Charlottenburg,VAT Rounding Adjustment,-0.002857142857142857
2023-05-21,2023-05-15,Friedrichshain,Ad Spend,-22.134285714285713
2023-05-21,2023-05-15,Kreuzberg,Ad Spend,-5.5
2023-05-21,2023-05-15,Leipzig Mitte,Ad Spend,-10.778571428571427
2023-05-21,2023-05-15,Leipzig Mitte,VAT Rounding Adjustment,-0.004285714285714286
2023-05-21,2023-05-15,Mitte,Ad Spend,-8.075714285714286
2023-05-21,2023-05-15,Mitte,VAT Rounding Adjustment,-0.005714285714285714
2023-05-21,2023-05-15,Prenzlauer Berg,Ad Spend,-23.074285714285715
2023-05-21,2023-05-15,Samariterkiez,Ad Spend,-5.817142857142857
2023-05-21,2023-05-15,Samariterkiez,VAT Rounding Adjustment,-0.004285714285714286
2023-05-22,2023-05-22,Bergmannkiez,Ad Spend,-22.987142857142853
2023-05-22,2023-05-22,Charlottenburg,Ad Spend,-24.905714285714286
2023-05-22,2023-05-22,Charlottenburg,VAT Rounding Adjustment,0.005714285714285714
2023-05-22,2023-05-22,Friedrichshain,Ad Spend,-25.231428571428573
2023-05-22,2023-05-22,Kreuzberg,Ad Spend,-6.054285714285713
2023-05-22,2023-05-22,Leipzig Mitte,Ad Spend,-25.16571428571428
2023-05-22,2023-05-22,Mitte,Ad Spend,-9.542857142857143
2023-05-22,2023-05-22,Mitte,VAT Rounding Adjustment,-0.005714285714285714
2023-05-22,2023-05-22,Prenzlauer Berg,Ad Spend,-24.914285714285715
2023-05-22,2023-05-22,Prenzlauer Berg,VAT Rounding Adjustment,-0.002857142857142857
2023-05-23,2023-05-22,Bergmannkiez,Ad Spend,-22.987142857142853
2023-05-23,2023-05-22,Charlottenburg,Ad Spend,-24.905714285714286
2023-05-23,2023-05-22,Charlottenburg,VAT Rounding Adjustment,0.005714285714285714
2023-05-23,2023-05-22,Friedrichshain,Ad Spend,-25.231428571428573
2023-05-23,2023-05-22,Kreuzberg,Ad Spend,-6.054285714285713
2023-05-23,2023-05-22,Leipzig Mitte,Ad Spend,-25.16571428571428
